symbol,name,lastsale,netchange,pctchange,marketCap,url,yahoo_symbol
IKT,"Inhibikase Therapeutics, Inc. Common Stock",$2.11,0.10,4.975%,"278,588,862",/market-activity/stocks/ikt,IKT
ILAG,Intelligent Living Application Group Inc. Ordinary Shares,$3.7299,0.0949,2.611%,"7,746,808",/market-activity/stocks/ilag,ILAG
ILLR,Triller Group Inc. Common Stock,$1.46,0.23,18.699%,"28,830,181",/market-activity/stocks/illr,ILLR
ILLU,Illumination Acquisition Corp I Class A Ordinary Shares,$9.97,UNCH,--,NA,/market-activity/stocks/illu,ILLU
ILMN,"Illumina, Inc. Common Stock",$186.65,-3.60,-1.892%,"28,240,145,000",/market-activity/stocks/ilmn,ILMN
IMA,"ImageneBio, Inc. Common Stock",$5.38,-0.07,-1.284%,"60,681,719",/market-activity/stocks/ima,IMA
IMDX,Insight Molecular Diagnostics Inc. Common Stock,$4.74,0.03,0.637%,"153,055,392",/market-activity/stocks/imdx,IMDX
IMKTA,"Ingles Markets, Incorporated Class A Common Stock",$90.15,-2.55,-2.751%,"1,712,342,996",/market-activity/stocks/imkta,IMKTA
IMMR,Immersion Corporation Common Stock,$6.64,0.065,0.989%,"219,787,001",/market-activity/stocks/immr,IMMR
IMMX,"Immix Biopharma, Inc. Common Stock",$10.25,0.19,1.889%,"715,353,814",/market-activity/stocks/immx,IMMX
IMNM,"Immunome, Inc. Common Stock",$22.32,0.12,0.541%,"2,527,748,794",/market-activity/stocks/imnm,IMNM
IMNN,"Imunon, Inc. Common Stock",$1.83,-0.06,-3.175%,"7,689,876",/market-activity/stocks/imnn,IMNN
IMRX,Immuneering Corporation Class A Common Stock,$4.64,-0.14,-2.929%,"300,195,945",/market-activity/stocks/imrx,IMRX
IMSR,Terrestrial Energy Inc. Common Stock  ,$4.625,-0.10,-2.116%,"489,950,550",/market-activity/stocks/imsr,IMSR
IMTE,Integrated Media Technology Limited Ordinary Shares,$0.4949,0.0089,1.831%,"1,705,640",/market-activity/stocks/imte,IMTE
IMTX,Immatics N.V. Ordinary Shares,$9.59,0.19,2.021%,"1,285,986,164",/market-activity/stocks/imtx,IMTX
IMUX,"Immunic, Inc. Common Stock",$15.16,0.13,0.865%,"206,502,334",/market-activity/stocks/imux,IMUX
IMVT,"Immunovant, Inc. Common Stock",$40.26,1.30,3.337%,"8,265,736,998",/market-activity/stocks/imvt,IMVT
IMXI,"International Money Express, Inc. Common Stock",$13.42,-0.39,-2.824%,"403,868,083",/market-activity/stocks/imxi,IMXI
INAB,"IN8bio, Inc. Common Stock",$1.33,-0.05,-3.623%,"13,096,628",/market-activity/stocks/inab,INAB
INAC,Indigo Acquisition Corp. Ordinary Shares,$10.2801,0.0001,0.001%,NA,/market-activity/stocks/inac,INAC
INBK,First Internet Bancorp Common Stock,$26.72,-0.66,-2.411%,"232,909,209",/market-activity/stocks/inbk,INBK
INBS,Intelligent Bio Solutions Inc. Common Stock,$2.111,-0.089,-4.045%,"5,049,187",/market-activity/stocks/inbs,INBS
INBX,"Inhibrx Biosciences, Inc. Common Stock",$87.39,-1.68,-1.886%,"1,282,114,945",/market-activity/stocks/inbx,INBX
INCR,Intercure Ltd. Ordinary Shares,$0.916,-0.042,-4.384%,"50,088,103",/market-activity/stocks/incr,INCR
INCY,Incyte Corp. Common Stock,$117.25,0.60,0.514%,"23,421,595,953",/market-activity/stocks/incy,INCY
INDB,Independent Bank Corp. Common Stock,$84.51,-2.66,-3.052%,"4,084,124,066",/market-activity/stocks/indb,INDB
INDI,"indie Semiconductor, Inc. Class A Common Stock",$3.83,0.02,0.525%,"869,041,317",/market-activity/stocks/indi,INDI
INDP,"Indaptus Therapeutics, Inc. Common Stock",$2.53,UNCH,--,"337,103,080",/market-activity/stocks/indp,INDP
INDV,"Indivior Pharmaceuticals, Inc. Common Stock",$40.54,-0.05,-0.123%,"5,058,168,503",/market-activity/stocks/indv,INDV
INEO,INNEOVA Holdings Limited Class A Ordinary Shares,$0.6827,0.0213,3.22%,"11,039,685",/market-activity/stocks/ineo,INEO
INGN,"Inogen, Inc Common Stock",$6.57,-0.09,-1.351%,"177,879,570",/market-activity/stocks/ingn,INGN
INIO,INNIO N.V. Ordinary Shares,$27.72,-0.30,-1.071%,"20,790,000,000",/market-activity/stocks/inio,INIO
INKT,"MiNK Therapeutics, Inc. Common Stock",$10.66,-0.15,-1.388%,"53,107,043",/market-activity/stocks/inkt,INKT
INLF,INLIF LIMITED Class A Ordinary Shares,$2.58,0.01,0.389%,"178,100",/market-activity/stocks/inlf,INLF
INMB,INmune Bio Inc. Common stock,$1.90,-0.17,-8.213%,"50,511,990",/market-activity/stocks/inmb,INMB
INMD,InMode Ltd. Ordinary Shares,$15.47,-0.125,-0.802%,"980,159,863",/market-activity/stocks/inmd,INMD
INNV,InnovAge Holding Corp. Common Stock,$11.50,-0.37,-3.117%,"1,560,968,520",/market-activity/stocks/innv,INNV
INO,"Inovio Pharmaceuticals, Inc. Common Stock",$1.12,UNCH,--,"92,146,025",/market-activity/stocks/ino,INO
INOD,Innodata Inc. Common Stock,$60.81,-0.16,-0.262%,"1,985,772,320",/market-activity/stocks/inod,INOD
INSE,"Inspired Entertainment, Inc. Common Stock",$6.52,-0.21,-3.12%,"173,923,315",/market-activity/stocks/inse,INSE
INSG,Inseego Corp. Common Stock,$7.49,-0.09,-1.187%,"121,912,535",/market-activity/stocks/insg,INSG
INSM,Insmed Incorporated Common Stock,$108.32,0.86,0.80%,"23,478,625,492",/market-activity/stocks/insm,INSM
INTA,"Intapp, Inc. Common Stock",$29.12,-0.43,-1.455%,"2,244,033,646",/market-activity/stocks/inta,INTA
INTC,Intel Corporation Common Stock,$95.04,-1.94,-2.00%,"477,671,040,000",/market-activity/stocks/intc,INTC
INTG,Intergroup Corporation (The) Common Stock,$39.08,0.47,1.217%,"83,975,573",/market-activity/stocks/intg,INTG
INTJ,Intelligent Group Limited Class A Ordinary Shares ,$3.17,-0.3693,-10.434%,"4,873,869",/market-activity/stocks/intj,INTJ
INTS,"Intensity Therapeutics, Inc. Common stock",$4.75,-0.15,-3.061%,"12,838,395",/market-activity/stocks/ints,INTS
INTU,Intuit Inc. Common Stock,$291.09,-3.70,-1.255%,"79,623,885,330",/market-activity/stocks/intu,INTU
INTZ,Intrusion Inc. Common Stock,$0.9176,0.0102,1.124%,"20,881,892",/market-activity/stocks/intz,INTZ
INV,"Innventure, Inc. Common Stock",$3.37,-0.45,-11.78%,"283,230,801",/market-activity/stocks/inv,INV
INVA,"Innoviva, Inc. Common Stock",$21.71,-0.50,-2.251%,"1,602,387,941",/market-activity/stocks/inva,INVA
INVE,"Identiv, Inc. Common Stock",$2.80,-0.035,-1.235%,"67,217,394",/market-activity/stocks/inve,INVE
INVZ,Innoviz Technologies Ltd. Ordinary shares,$0.60,-0.0234,-3.754%,"128,714,137",/market-activity/stocks/invz,INVZ
IONS,"Ionis Pharmaceuticals, Inc. Common Stock",$54.39,-0.26,-0.476%,"8,988,630,421",/market-activity/stocks/ions,IONS
IOSP,Innospec Inc. Common Stock,$84.25,-1.21,-1.416%,"2,075,165,710",/market-activity/stocks/iosp,IOSP
IOTR,iOThree Limited Ordinary Shares,$3.45,-0.06,-1.709%,"6,319,279",/market-activity/stocks/iotr,IOTR
IOVA,"Iovance Biotherapeutics, Inc. Common Stock",$5.00,0.34,7.296%,"2,232,511,980",/market-activity/stocks/iova,IOVA
IPAR,"Interparfums, Inc. Common Stock",$123.23,0.51,0.416%,"3,946,536,993",/market-activity/stocks/ipar,IPAR
IPCX,Inflection Point Acquisition Corp. III Class A Ordinary Shares,$10.40,UNCH,--,NA,/market-activity/stocks/ipcx,IPCX
IPDN,"Professional Diversity Network, Inc. Common Stock",$0.4173,0.0082,2.004%,"5,354,094",/market-activity/stocks/ipdn,IPDN
IPEX,Inflection Point Acquisition Corp. V Class A Ordinary Shares,$10.54,UNCH,--,NA,/market-activity/stocks/ipex,IPEX
IPFX,Inflection Point Acquisition Corp. VI Class A Ordinary Shares,$10.14,-0.03,-0.295%,NA,/market-activity/stocks/ipfx,IPFX
IPGP,IPG Photonics Corporation Common Stock,$104.33,0.97,0.938%,"4,428,142,457",/market-activity/stocks/ipgp,IPGP
IPM,Intelligent Protection Management Corp. Common Stock ,$1.81,UNCH,--,"16,354,669",/market-activity/stocks/ipm,IPM
IPSC,"Century Therapeutics, Inc. Common Stock",$2.25,-0.01,-0.442%,"405,798,320",/market-activity/stocks/ipsc,IPSC
IPST,"IP Strategy Holdings, Inc. Common Stock",$2.52,0.02,0.80%,"1,818,377",/market-activity/stocks/ipst,IPST
IPW,iPower Inc. Common Stock,$0.9501,-0.0001,-0.011%,"1,796,779",/market-activity/stocks/ipw,IPW
IPWR,Ideal Power Inc. Common Stock,$4.09,-0.13,-3.081%,"67,164,017",/market-activity/stocks/ipwr,IPWR
IQST,iQSTEL Inc. Common Stock,$1.24,0.02,1.639%,"11,943,319",/market-activity/stocks/iqst,IQST
IRD,"Opus Genetics, Inc. Common Stock",$3.27,-0.01,-0.305%,"269,990,280",/market-activity/stocks/ird,IRD
IRDM,Iridium Communications Inc Common Stock,$46.68,0.07,0.15%,"4,935,371,090",/market-activity/stocks/irdm,IRDM
IREN,IREN Limited Ordinary Shares,$33.62,-1.21,-3.474%,"12,015,071,020",/market-activity/stocks/iren,IREN
IRHO,Iron Horse Acquisitions II Corp. Common Stock,$10.025,-0.005,-0.05%,NA,/market-activity/stocks/irho,IRHO
IRIX,IRIDEX Corporation Common Stock,$0.9344,-0.0166,-1.746%,"16,264,650",/market-activity/stocks/irix,IRIX
IRMD,iRadimed Corporation Common Stock,$97.03,-0.74,-0.757%,"1,240,337,886",/market-activity/stocks/irmd,IRMD
IRON,"Disc Medicine, Inc. Common Stock",$76.15,2.68,3.648%,"2,908,860,627",/market-activity/stocks/iron,IRON
IRTC,"iRhythm Holdings, Inc. Common Stock",$110.88,-4.47,-3.875%,"3,643,783,799",/market-activity/stocks/irtc,IRTC
IRWD,"Ironwood Pharmaceuticals, Inc. Class A Common Stock",$3.86,-0.01,-0.258%,"635,407,747",/market-activity/stocks/irwd,IRWD
ISBA,Isabella Bank Corporation Common stock,$39.23,-1.49,-3.659%,"287,656,368",/market-activity/stocks/isba,ISBA
ISPC,iSpecimen Inc. Common Stock,$2.10,-0.11,-4.977%,"3,196,954",/market-activity/stocks/ispc,ISPC
ISPR,Ispire Technology Inc. Common Stock,$1.75,-0.13,-6.915%,"100,448,943",/market-activity/stocks/ispr,ISPR
ISRG,"Intuitive Surgical, Inc. Common Stock",$345.42,-56.91,-14.145%,"122,334,928,884",/market-activity/stocks/isrg,ISRG
ISSC,"Innovative Solutions and Support, Inc. Common Stock",$18.46,0.19,1.04%,"330,300,110",/market-activity/stocks/issc,ISSC
ISTR,Investar Holding Corporation Common Stock,$29.87,-0.33,-1.093%,"412,014,384",/market-activity/stocks/istr,ISTR
ITG,"ITG, Inc. Class A Common Stock",$12.14,1.56,14.745%,"1,471,736,935",/market-activity/stocks/itg,ITG
ITHA,ITHAX Acquisition Corp III Class A Ordinary Shares,$10.00,UNCH,--,NA,/market-activity/stocks/itha,ITHA
ITIC,Investors Title Company Common Stock,$289.22,5.26,1.852%,"546,046,203",/market-activity/stocks/itic,ITIC
ITOC,iTonic Holdings Ltd Class A Ordinary Shares,$0.2823,-0.0182,-6.057%,"4,813,215",/market-activity/stocks/itoc,ITOC
ITRI,"Itron, Inc. Common Stock",$85.99,0.09,0.105%,"3,812,740,449",/market-activity/stocks/itri,ITRI
ITRN,Ituran Location and Control Ltd. Ordinary Shares,$55.74,-0.36,-0.642%,"1,108,868,149",/market-activity/stocks/itrn,ITRN
IVDA,"Iveda Solutions, Inc. Common Stock",$0.26,0.0046,1.801%,"2,896,332",/market-activity/stocks/ivda,IVDA
IVF,"INVO Fertility, Inc. Common Stock",$1.04,-0.09,-7.965%,"1,857,476",/market-activity/stocks/ivf,IVF
IVVD,"Invivyd, Inc. Common Stock",$0.7425,-0.0454,-5.762%,"218,746,033",/market-activity/stocks/ivvd,IVVD
IXHL,Incannex Healthcare Inc. Common Stock,$3.17,0.02,0.635%,"37,927,636",/market-activity/stocks/ixhl,IXHL
IZEA,"IZEA Worldwide, Inc. Common Stock",$3.47,0.10,2.967%,"60,771,328",/market-activity/stocks/izea,IZEA
IZM,ICZOOM Group Inc. Class A Ordinary Shares,$0.2758,-0.0212,-7.138%,"3,314,595",/market-activity/stocks/izm,IZM
JACK,Jack In The Box Inc. Common Stock,$14.98,-1.26,-7.759%,"285,722,768",/market-activity/stocks/jack,JACK
JAGX,"Jaguar Health, Inc. Common Stock",$1.30,-0.035,-2.622%,"6,314,374",/market-activity/stocks/jagx,JAGX
JAKK,"JAKKS Pacific, Inc. Common Stock",$24.23,-0.61,-2.456%,"277,298,079",/market-activity/stocks/jakk,JAKK
JANX,"Janux Therapeutics, Inc. Common Stock",$16.26,0.42,2.652%,"991,605,596",/market-activity/stocks/janx,JANX
JATT,JATT II Acquisition Corp Ordinary Shares,$11.00,UNCH,--,NA,/market-activity/stocks/jatt,JATT
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),$247.53,5.35,2.209%,"15,549,247,459",/market-activity/stocks/jazz,JAZZ
JBDI,JBDI Holdings Limited Ordinary Shares,$1.20,-0.06,-4.762%,"11,417,438",/market-activity/stocks/jbdi,JBDI
JBHT,"J.B. Hunt Transport Services, Inc. Common Stock",$291.41,-7.00,-2.346%,"27,479,730,746",/market-activity/stocks/jbht,JBHT
JBIO,"Jade Biosciences, Inc. Common Stock",$20.86,0.38,1.855%,"1,029,646,993",/market-activity/stocks/jbio,JBIO
JBLU,JetBlue Airways Corporation Common Stock,$5.42,-0.22,-3.901%,"2,016,342,405",/market-activity/stocks/jblu,JBLU
JBSS,"John B. Sanfilippo & Son, Inc. Common Stock",$79.47,-6.21,-7.248%,"928,970,525",/market-activity/stocks/jbss,JBSS
JCAP,"Jefferson Capital, Inc. Common Stock",$19.54,-0.12,-0.61%,"1,082,876,845",/market-activity/stocks/jcap,JCAP
JCSE,JE Cleantech Holdings Limited Ordinary Shares,$1.33,-0.02,-1.481%,"6,986,118",/market-activity/stocks/jcse,JCSE
JEM,707 Cayman Holdings Limited Ordinary Shares,$4.82,-0.47,-8.885%,"3,233,974",/market-activity/stocks/jem,JEM
JFB,JFB Construction Holdings Class A Common Stock,$3.96,-0.50,-11.211%,"60,709,176",/market-activity/stocks/jfb,JFB
JJSF,J & J Snack Foods Corp. Common Stock,$76.68,-1.61,-2.056%,"1,438,011,939",/market-activity/stocks/jjsf,JJSF
JKHY,"Jack Henry & Associates, Inc. Common Stock",$151.67,-2.17,-1.411%,"10,776,271,803",/market-activity/stocks/jkhy,JKHY
JL,J-Long Group Limited Class A Ordinary Shares,$6.1175,-0.0225,-0.366%,"23,012,206",/market-activity/stocks/jl,JL
JLHL,Julong Holding Limited Class A Ordinary Shares,$9.35,0.91,10.782%,"200,544,709",/market-activity/stocks/jlhl,JLHL
JMSB,"John Marshall Bancorp, Inc. Common Stock",$22.18,-0.74,-3.229%,"313,009,106",/market-activity/stocks/jmsb,JMSB
JOUT,Johnson Outdoors Inc. Class A Common Stock,$46.25,-0.66,-1.407%,"484,454,505",/market-activity/stocks/jout,JOUT
JRSH,"Jerash Holdings (US), Inc. Common Stock",$4.51,-0.21,-4.449%,"57,276,729",/market-activity/stocks/jrsh,JRSH
JRVR,"James River Group Holdings, Inc. Common Stock",$4.59,0.05,1.101%,"212,227,169",/market-activity/stocks/jrvr,JRVR
JSPR,"Jasper Therapeutics, Inc. Common Stock",$0.885,0.111,14.341%,"24,788,675",/market-activity/stocks/jspr,JSPR
JTAI,Jet.AI Inc. Common Stock,$2.16,-0.56,-20.588%,"3,070,917",/market-activity/stocks/jtai,JTAI
JUNS,"Jupiter Neurosciences, Inc. Common Stock",$0.1725,-0.0015,-0.862%,"8,318,659",/market-activity/stocks/juns,JUNS
JVA,"Coffee Holding Co., Inc. Common Stock",$3.52,0.03,0.86%,"20,094,268",/market-activity/stocks/jva,JVA
JWEL,Jowell Global Ltd. Ordinary Shares,$2.045,0.085,4.337%,"4,859,188",/market-activity/stocks/jwel,JWEL
JXG,JX Luxventure Group Inc. Common Stock,$9.00,-2.50,-21.739%,"108,538,893",/market-activity/stocks/jxg,JXG
JYD,Jayud Global Logistics Limited Class A Ordinary Shares,$0.7199,-0.0501,-6.506%,"5,974,378",/market-activity/stocks/jyd,JYD
JYNT,The Joint Corp. Common Stock,$8.91,-0.11,-1.22%,"127,015,578",/market-activity/stocks/jynt,JYNT
JZXN,"Jiuzi Holdings, Inc. Ordinary Shares",$1.17,-0.03,-2.50%,"1,554,744",/market-activity/stocks/jzxn,JZXN
KALA,"KALA BIO, Inc. Common Stock",$0.7758,-0.0713,-8.417%,"14,421,957",/market-activity/stocks/kala,KALA
KALU,Kaiser Aluminum Corporation Common Stock,$157.78,-2.63,-1.64%,"2,578,220,815",/market-activity/stocks/kalu,KALU
KARD,"Kardigan, Inc. Common Stock",$21.13,0.11,0.523%,"1,852,518,974",/market-activity/stocks/kard,KARD
KARO,Karooooo Ltd. Ordinary Shares,$62.69,-0.97,-1.524%,"1,936,700,977",/market-activity/stocks/karo,KARO
KAZR,Skyline Builders Group Holding Limited Class A Ordinary Shares,$2.37,-0.40,-14.44%,"58,720,284",/market-activity/stocks/kazr,KAZR
KBON,Karbon Capital Partners Corp. Class A Ordinary Shares,$10.07,-0.02,-0.198%,NA,/market-activity/stocks/kbon,KBON
KBSX,FST Corp. Ordinary Shares,$0.86,-0.02,-2.273%,"38,498,763",/market-activity/stocks/kbsx,KBSX
KCHV,Kochav Defense Acquisition Corp. Class A Ordinary Shares,$10.39,0.03,0.29%,NA,/market-activity/stocks/kchv,KCHV
KDK,"Kodiak AI, Inc. Common Stock ",$4.28,0.01,0.234%,"853,434,833",/market-activity/stocks/kdk,KDK
KDP,Keurig Dr Pepper Inc. Common Stock,$30.91,-0.47,-1.498%,"42,054,893,249",/market-activity/stocks/kdp,KDP
KE,"Kimball Electronics, Inc. Common Stock",$23.97,-0.43,-1.762%,"576,452,732",/market-activity/stocks/ke,KE
KEEL,Keel Infrastructure Corp. Common Stock,$3.95,0.015,0.381%,"2,381,261,991",/market-activity/stocks/keel,KEEL
KELYA,"Kelly Services, Inc. Class A Common Stock",$15.32,-0.09,-0.584%,"531,131,991",/market-activity/stocks/kelya,KELYA
KELYB,"Kelly Services, Inc. Class B Common Stock",$23.845,UNCH,--,"826,686,836",/market-activity/stocks/kelyb,KELYB
KEQU,Kewaunee Scientific Corporation Common Stock,$38.11,0.40,1.061%,"109,391,325",/market-activity/stocks/kequ,KEQU
KEYY,Keystone Acquisition Corp. Class A Ordinary Shares,$9.86,UNCH,--,NA,/market-activity/stocks/keyy,KEYY
KFFB,Kentucky First Federal Bancorp Common Stock,$5.20,0.16,3.175%,"42,050,918",/market-activity/stocks/kffb,KFFB
KFII,K&F Growth Acquisition Corp. II Class A Ordinary shares,$10.58,UNCH,--,NA,/market-activity/stocks/kfii,KFII
KGEI,Kolibri Global Energy Inc. Common stock,$5.23,0.16,3.156%,"187,020,606",/market-activity/stocks/kgei,KGEI
KHC,The Kraft Heinz Company Common Stock,$25.88,-0.35,-1.334%,"30,687,925,271",/market-activity/stocks/khc,KHC
KIDS,OrthoPediatrics Corp. Common Stock,$19.215,-1.165,-5.716%,"493,537,160",/market-activity/stocks/kids,KIDS
KIDZ,KIDZ AI Inc. Class B Common Stock,$0.411,-0.0438,-9.631%,"844,670",/market-activity/stocks/kidz,KIDZ
KINS,"Kingstone Companies, Inc. Common Stock",$20.09,0.34,1.722%,"291,000,456",/market-activity/stocks/kins,KINS
KITT,"Nauticus Robotics, Inc. Common stock",$0.791,-0.0395,-4.756%,"5,410,578",/market-activity/stocks/kitt,KITT
KLAC,KLA Corporation Common Stock,$212.75,-6.62,-3.018%,"277,910,050,928",/market-activity/stocks/klac,KLAC
KLIC,"Kulicke and Soffa Industries, Inc. Common Stock",$97.22,-1.80,-1.818%,"5,087,802,302",/market-activity/stocks/klic,KLIC
KLRA,"Kailera Therapeutics, Inc. Common Stock",$18.55,0.23,1.255%,"2,403,442,028",/market-activity/stocks/klra,KLRA
KLRS,"Kalaris Therapeutics, Inc. Common Stock",$4.38,-0.23,-4.989%,"104,210,178",/market-activity/stocks/klrs,KLRS
KLTR,"Kaltura, Inc. Common Stock",$1.39,0.09,6.923%,"209,020,891",/market-activity/stocks/kltr,KLTR
KLXE,"KLX Energy Services Holdings, Inc. Common Stock",$2.12,-0.09,-4.072%,"42,212,929",/market-activity/stocks/klxe,KLXE
KMB,Kimberly-Clark Corporation Common Stock,$108.35,-0.64,-0.587%,"35,965,737,681",/market-activity/stocks/kmb,KMB
KMDA,Kamada Ltd. Ordinary Shares,$7.05,0.14,2.026%,"406,686,695",/market-activity/stocks/kmda,KMDA
KMRK,K-Tech Solutions Company Limited Class A Ordinary Shares,$1.07,-0.03,-2.727%,"22,577,000",/market-activity/stocks/kmrk,KMRK
KMTS,"Kestra Medical Technologies, Ltd. Common Stock",$24.42,0.44,1.835%,"1,431,072,977",/market-activity/stocks/kmts,KMTS
KNDI,"Kandi Technologies Group, Inc. Ordinary Shares",$0.7089,-0.0011,-0.155%,"71,184,452",/market-activity/stocks/kndi,KNDI
KNSA,"Kiniksa Pharmaceuticals International, plc Class A Ordinary Shares",$63.95,2.84,4.647%,"4,920,186,123",/market-activity/stocks/knsa,KNSA
KOD,Kodiak Sciences Inc Common Stock,$42.64,1.39,3.37%,"2,668,344,724",/market-activity/stocks/kod,KOD
KOPN,Kopin Corporation Common Stock,$3.81,0.12,3.252%,"696,926,381",/market-activity/stocks/kopn,KOPN
KOSS,Koss Corporation Common Stock,$3.80,-0.06,-1.554%,"35,972,464",/market-activity/stocks/koss,KOSS
KOYN,CSLM Digital Asset Acquisition Corp III Class A Ordinary Shares,$10.16,UNCH,--,NA,/market-activity/stocks/koyn,KOYN
KPLT,"Katapult Holdings, Inc. Common Stock",$6.88,-0.07,-1.007%,"32,783,599",/market-activity/stocks/kplt,KPLT
KPRX,"Kiora Pharmaceuticals, Inc.  Common Stock",$2.63,0.08,3.137%,"11,656,002",/market-activity/stocks/kprx,KPRX
KPTI,Karyopharm Therapeutics Inc. Common Stock,$9.51,0.13,1.386%,"215,524,588",/market-activity/stocks/kpti,KPTI
KRAQ,KRAKacquisition Corp Class A Ordinary Shares,$9.99,0.01,0.10%,NA,/market-activity/stocks/kraq,KRAQ
KRMD,"KORU Medical Systems, Inc. Common Stock (DE)",$4.11,-0.13,-3.066%,"188,784,630",/market-activity/stocks/krmd,KRMD
KRNT,Kornit Digital Ltd. Ordinary Shares,$15.025,-0.225,-1.475%,"696,265,667",/market-activity/stocks/krnt,KRNT
KRNY,Kearny Financial Corp Common Stock,$9.50,-0.19,-1.961%,"615,021,935",/market-activity/stocks/krny,KRNY
KROS,"Keros Therapeutics, Inc. Common Stock",$10.64,0.03,0.283%,"210,585,146",/market-activity/stocks/kros,KROS
KRRO,"Korro Bio, Inc. Common Stock",$12.25,-0.03,-0.244%,"176,676,495",/market-activity/stocks/krro,KRRO
KRT,Karat Packaging Inc. Common Stock,$38.09,0.47,1.249%,"760,418,514",/market-activity/stocks/krt,KRT
KRUS,"Kura Sushi USA, Inc. Class A Common Stock",$46.695,-0.815,-1.715%,"567,336,592",/market-activity/stocks/krus,KRUS
KRYS,"Krystal Biotech, Inc. Common Stock",$354.86,13.07,3.824%,"10,461,186,214",/market-activity/stocks/krys,KRYS
KSCP,"Knightscope, Inc. Class A Common Stock",$1.47,-0.01,-0.676%,"23,935,882",/market-activity/stocks/kscp,KSCP
KTCC,Key Tronic Corporation Common Stock,$3.97,UNCH,--,"43,111,298",/market-activity/stocks/ktcc,KTCC
KTOS,"Kratos Defense & Security Solutions, Inc. Common Stock",$46.03,-0.93,-1.98%,"8,631,544,864",/market-activity/stocks/ktos,KTOS
KTTA,Pasithea Therapeutics Corp. Common Stock,$0.45,-0.0072,-1.575%,"15,036,502",/market-activity/stocks/ktta,KTTA
KURA,"Kura Oncology, Inc. Common Stock",$10.86,-0.03,-0.275%,"964,089,604",/market-activity/stocks/kura,KURA
KUST,"Kustom Entertainment, Inc. Common Stock",$1.15,-0.10,-8.00%,"720,889",/market-activity/stocks/kust,KUST
KVAC,Keen Vision Acquisition Corporation Ordinary Shares,$12.34,UNCH,--,NA,/market-activity/stocks/kvac,KVAC
KVHI,"KVH Industries, Inc. Common Stock",$9.12,0.34,3.872%,"177,819,489",/market-activity/stocks/kvhi,KVHI
KWM,"K Wave Media, Ltd. Ordinary Shares",$0.1239,0.0042,3.509%,"9,074,911",/market-activity/stocks/kwm,KWM
KXIN,Kaixin Holdings Ordinary Shares,$5.75,-0.04,-0.691%,"115,194,833",/market-activity/stocks/kxin,KXIN
KYMR,"Kymera Therapeutics, Inc. Common Stock",$115.77,1.78,1.562%,"9,522,960,963",/market-activity/stocks/kymr,KYMR
KYNB,"Kyntra Bio, Inc. Common Stock",$7.23,-0.16,-2.165%,"29,267,850",/market-activity/stocks/kynb,KYNB
KYTX,"Kyverna Therapeutics, Inc. Common Stock",$7.45,0.01,0.134%,"452,924,329",/market-activity/stocks/kytx,KYTX
LAB,Standard BioTools Inc. Common Stock,$0.8949,0.0374,4.362%,"349,340,430",/market-activity/stocks/lab,LAB
LABT,Lakewood-Amedex Biotherapeutics Inc. Common Stock,$1.89,0.04,2.162%,"3,308,991",/market-activity/stocks/labt,LABT
LAES,SEALSQ Corp Ordinary Shares,$2.54,0.10,4.098%,"565,845,957",/market-activity/stocks/laes,LAES
LAKE,"Lakeland Industries, Inc. Common Stock",$11.43,-0.02,-0.175%,"112,804,545",/market-activity/stocks/lake,LAKE
LAMR,Lamar Advertising Company Class A Common Stock,$162.32,-0.06,-0.037%,"16,471,438,394",/market-activity/stocks/lamr,LAMR
LAND,Gladstone Land Corporation Common Stock,$8.755,-0.185,-2.069%,"377,660,697",/market-activity/stocks/land,LAND
LARK,Landmark Bancorp Inc. Common Stock,$31.14,0.15,0.484%,"189,901,809",/market-activity/stocks/lark,LARK
LASE,Laser Photonics Corporation Common Stock,$0.9255,-0.2345,-20.216%,"44,097,874",/market-activity/stocks/lase,LASE
LASR,"nLIGHT, Inc. Common Stock",$69.25,3.56,5.419%,"3,906,303,098",/market-activity/stocks/lasr,LASR
LATA,Galata Acquisition Corp. II Class A Ordinary Shares,$10.125,-0.005,-0.049%,NA,/market-activity/stocks/lata,LATA
LAUR,"Laureate Education, Inc. Common Stock",$36.45,-0.43,-1.166%,"5,102,208,634",/market-activity/stocks/laur,LAUR
LBGJ,Li Bang International Corporation Class A Ordinary Shares,$2.41,0.22,10.046%,"8,093,749",/market-activity/stocks/lbgj,LBGJ
LBRDA,Liberty Broadband Corporation Class A Common Stock,$30.86,-0.47,-1.50%,"4,428,339,948",/market-activity/stocks/lbrda,LBRDA
LBRDK,Liberty Broadband Corporation Class C Common Stock,$30.87,-0.47,-1.50%,"4,429,774,925",/market-activity/stocks/lbrdk,LBRDK
LBRX,LB Pharmaceuticals Inc Common Stock,$31.41,0.82,2.681%,"900,733,639",/market-activity/stocks/lbrx,LBRX
LCCC,Lakeshore Acquisition III Corp. Ordinary Shares,$10.44,UNCH,--,NA,/market-activity/stocks/lccc,LCCC
LCID,"Lucid Group, Inc. Common Stock",$7.36,0.90,13.932%,"2,872,290,107",/market-activity/stocks/lcid,LCID
LCNB,LCNB Corporation Common Stock,$19.14,-0.64,-3.236%,"272,668,574",/market-activity/stocks/lcnb,LCNB
LCUT,"Lifetime Brands, Inc. Common Stock",$8.52,-0.26,-2.961%,"194,724,668",/market-activity/stocks/lcut,LCUT
