symbol,name,lastsale,netchange,pctchange,marketCap,url,yahoo_symbol
FTHM,Fathom Holdings Inc. Common Stock,$0.8651,-0.0601,-6.496%,"28,360,023",/market-activity/stocks/fthm,FTHM
FTLF,"FitLife Brands, Inc. Common Stock",$11.06,-0.10,-0.896%,"103,865,256",/market-activity/stocks/ftlf,FTLF
FTNT,"Fortinet, Inc. Common Stock",$161.61,0.83,0.516%,"118,403,306,470",/market-activity/stocks/ftnt,FTNT
FTRE,Fortrea Holdings Inc. Common Stock,$17.76,-0.16,-0.893%,"1,680,096,000",/market-activity/stocks/ftre,FTRE
FTRK,FAST TRACK GROUP Ordinary shares,$0.4756,0.0489,11.46%,"10,374,025",/market-activity/stocks/ftrk,FTRK
FUFU,BitFuFu Inc. Class A Ordinary Shares,$1.40,-0.03,-2.098%,"233,315,037",/market-activity/stocks/fufu,FUFU
FULC,"Fulcrum Therapeutics, Inc. Common Stock",$3.65,0.15,4.286%,"243,119,550",/market-activity/stocks/fulc,FULC
FULT,Fulton Financial Corporation Common Stock,$24.79,-0.40,-1.588%,"4,738,201,597",/market-activity/stocks/fult,FULT
FUSB,"First US Bancshares, Inc. Common Stock",$16.50,-0.05,-0.302%,"91,859,906",/market-activity/stocks/fusb,FUSB
FUSE,Fusemachines Inc. Common stock,$0.9201,-0.0558,-5.718%,"26,626,995",/market-activity/stocks/fuse,FUSE
FVAV,Fortress Value Acquisition Corp. V Class A Ordinary Shares,$10.11,UNCH,--,NA,/market-activity/stocks/fvav,FVAV
FVCB,"FVCBankcorp, Inc. Common Stock",$17.82,-0.39,-2.142%,"320,702,833",/market-activity/stocks/fvcb,FVCB
FVN,Future Vision II Acquisition Corporation Ordinary shares,$10.93,UNCH,--,NA,/market-activity/stocks/fvn,FVN
FWDI,"Forward Industries, Inc. Common Stock",$4.015,-0.225,-5.307%,"299,838,991",/market-activity/stocks/fwdi,FWDI
FWONA,Liberty Media Corporation Series A Liberty Formula One Common Stock,$93.88,1.62,1.756%,"23,526,863,867",/market-activity/stocks/fwona,FWONA
FWONK,Liberty Media Corporation Series C Liberty Formula One Common Stock,$102.20,2.46,2.466%,"25,611,903,358",/market-activity/stocks/fwonk,FWONK
FWRD,Forward Air Corporation Common Stock,$13.75,0.20,1.476%,"434,844,383",/market-activity/stocks/fwrd,FWRD
FWRG,"First Watch Restaurant Group, Inc. Common Stock",$12.45,0.27,2.217%,"767,478,818",/market-activity/stocks/fwrg,FWRG
FXAC,FortuneX Acquisition Corporation Ordinary shares,$10.01,UNCH,--,NA,/market-activity/stocks/fxac,FXAC
FXHO,UTime Limited Class A Ordinary Shares,$14.50,-1.50,-9.375%,"78,585,592",/market-activity/stocks/fxho,FXHO
FXNC,First National Corporation Common Stock,$29.51,-0.85,-2.80%,"266,798,936",/market-activity/stocks/fxnc,FXNC
GABC,"German American Bancorp, Inc. Common Stock",$48.57,-0.77,-1.561%,"1,824,498,828",/market-activity/stocks/gabc,GABC
GAIA,"Gaia, Inc. Class A Common Stock",$2.03,-0.03,-1.456%,"51,387,777",/market-activity/stocks/gaia,GAIA
GALT,Galectin Therapeutics Inc. Common Stock,$4.175,-0.05,-1.183%,"274,952,549",/market-activity/stocks/galt,GALT
GAMB,Gambling.com Group Limited Ordinary Shares,$1.80,0.03,1.695%,"63,174,942",/market-activity/stocks/gamb,GAMB
GAME,"GameSquare Holdings, Inc. Common Stock",$0.3501,-0.0113,-3.127%,"32,803,223",/market-activity/stocks/game,GAME
GANX,"Gain Therapeutics, Inc. Common Stock",$1.71,0.05,3.012%,"72,938,405",/market-activity/stocks/ganx,GANX
GASS,"StealthGas, Inc. Common Stock",$8.53,-0.16,-1.841%,"317,193,902",/market-activity/stocks/gass,GASS
GAUZ,Gauzy Ltd. Ordinary Shares,$0.3698,-0.0151,-3.923%,"6,930,826",/market-activity/stocks/gauz,GAUZ
GBDC,"Golub Capital BDC, Inc. Common Stock",$13.06,-0.27,-2.026%,"3,402,067,064",/market-activity/stocks/gbdc,GBDC
GBFH,GBank Financial Holdings Inc. Common Stock,$30.74,-1.20,-3.757%,"444,818,620",/market-activity/stocks/gbfh,GBFH
GBLI,"Global Indemnity Group, LLC Class A Common Stock ",$27.38,0.13,0.477%,"399,997,897",/market-activity/stocks/gbli,GBLI
GCBC,"Greene County Bancorp, Inc. Common Stock",$32.85,-0.65,-1.94%,"559,287,182",/market-activity/stocks/gcbc,GCBC
GCGR,General Catalyst Global Resilience Merger Corp. Class A Ordinary Shares,$10.15,-0.01,-0.098%,NA,/market-activity/stocks/gcgr,GCGR
GCL,GCL Global Holdings Ltd Ordinary Shares,$0.4142,-0.0307,-6.90%,"53,021,205",/market-activity/stocks/gcl,GCL
GCMG,GCM Grosvenor Inc. Class A Common Stock,$12.90,-0.60,-4.444%,"2,606,432,048",/market-activity/stocks/gcmg,GCMG
GCT,GigaCloud Technology Inc Class A Ordinary Shares,$38.01,-0.40,-1.041%,"1,417,357,627",/market-activity/stocks/gct,GCT
GCTK,"GlucoTrack, Inc. Common Stock",$0.492,-0.008,-1.60%,"3,079,565",/market-activity/stocks/gctk,GCTK
GDC,GD Culture Group Limited Common Stock,$1.63,-0.07,-4.118%,"6,784,841",/market-activity/stocks/gdc,GDC
GDEV,GDEV Inc. Ordinary Shares,$11.76,0.06,0.513%,"213,449,751",/market-activity/stocks/gdev,GDEV
GDHG,Golden Heaven Group Holdings Ltd. Class A Ordinary Shares,$1.36,-0.07,-4.895%,"64,092,910",/market-activity/stocks/gdhg,GDHG
GDRX,"GoodRx Holdings, Inc. Class A Common Stock",$3.14,0.02,0.641%,"1,063,440,671",/market-activity/stocks/gdrx,GDRX
GDTC,CytoMed Therapeutics Limited Ordinary Shares,$1.00,-0.02,-1.961%,"11,828,435",/market-activity/stocks/gdtc,GDTC
GDYN,"Grid Dynamics Holdings, Inc. Class A Common Stock",$5.79,-0.01,-0.172%,"484,194,853",/market-activity/stocks/gdyn,GDYN
GECC,Great Elm Capital Corp. Common Stock,$5.34,-0.09,-1.657%,"74,183,520",/market-activity/stocks/gecc,GECC
GEG,"Great Elm Group, Inc. Common Stock",$2.175,0.025,1.163%,"68,201,492",/market-activity/stocks/geg,GEG
GEHC,GE HealthCare Technologies Inc. Common Stock ,$63.07,-2.63,-4.003%,"28,690,024,943",/market-activity/stocks/gehc,GEHC
GELS,Gelteq Limited Ordinary Shares,$0.6061,0.0171,2.903%,"6,491,973",/market-activity/stocks/gels,GELS
GEMI,"Gemini Space Station, Inc. Class A Common Stock",$4.19,-0.36,-7.912%,"499,824,819",/market-activity/stocks/gemi,GEMI
GEN,Gen Digital Inc. Common Stock,$26.74,-0.27,-1.00%,"16,109,081,256",/market-activity/stocks/gen,GEN
GENB,"Generate Biomedicines, Inc. Common Stock",$13.56,-0.10,-0.732%,"1,738,290,083",/market-activity/stocks/genb,GENB
GENK,"GEN Restaurant Group, Inc. Class A Common Stock",$1.77,-0.04,-2.21%,"58,347,374",/market-activity/stocks/genk,GENK
GEOS,Geospace Technologies Corporation Common Stock (Texas),$6.80,0.02,0.295%,"87,962,100",/market-activity/stocks/geos,GEOS
GERN,Geron Corporation Common Stock,$1.44,0.02,1.408%,"923,790,203",/market-activity/stocks/gern,GERN
GEVO,"Gevo, Inc. Common Stock",$1.63,0.04,2.516%,"396,760,466",/market-activity/stocks/gevo,GEVO
GFAI,"Guardforce AI Co., Limited Ordinary Shares",$0.391,0.0021,0.54%,"12,218,913",/market-activity/stocks/gfai,GFAI
GFS,GlobalFoundries Inc. Ordinary Shares,$57.48,-0.76,-1.305%,"31,982,863,875",/market-activity/stocks/gfs,GFS
GGR,Gogoro Inc. Ordinary Shares,$3.43,-0.33,-8.777%,"50,673,150",/market-activity/stocks/ggr,GGR
GGRP,"The Glimpse Group, Inc. Common Stock",$0.785,0.0002,0.025%,"16,545,057",/market-activity/stocks/ggrp,GGRP
GH,"Guardant Health, Inc. Common Stock",$155.87,0.87,0.561%,"20,668,350,933",/market-activity/stocks/gh,GH
GHRS,GH Research PLC Ordinary Shares,$28.71,-0.42,-1.442%,"1,968,276,466",/market-activity/stocks/ghrs,GHRS
GIBO,GIBO Holdings Limited Class A Ordinary Shares,$28.00,0.95,3.512%,"72,931,740",/market-activity/stocks/gibo,GIBO
GIFT,"Giftify, Inc. Common Stock",$0.89,-0.0148,-1.636%,"30,357,588",/market-activity/stocks/gift,GIFT
GIGM,GigaMedia Limited Ordinary Shares,$1.39,0.02,1.46%,"15,362,607",/market-activity/stocks/gigm,GIGM
GIII,"G-III Apparel Group, LTD. Common Stock",$35.42,-0.48,-1.337%,"1,494,390,096",/market-activity/stocks/giii,GIII
GILD,"Gilead Sciences, Inc. Common Stock",$134.28,-2.02,-1.482%,"166,718,002,681",/market-activity/stocks/gild,GILD
GILT,Gilat Satellite Networks Ltd. Ordinary Shares,$11.14,-0.03,-0.269%,"840,746,361",/market-activity/stocks/gilt,GILT
GIPR,Generation Income Properties Inc. Common Stock,$1.12,-0.12,-9.677%,"1,154,050",/market-activity/stocks/gipr,GIPR
GITS,"Global Interactive Technologies, Inc. Common Stock",$2.11,-0.05,-2.315%,"7,752,579",/market-activity/stocks/gits,GITS
GIW,GigCapital8 Corp. Class A Ordinary Shares,$10.0851,-0.0149,-0.148%,NA,/market-activity/stocks/giw,GIW
GLAD,Gladstone Capital Corporation Common Stock,$19.91,-0.29,-1.436%,"449,828,004",/market-activity/stocks/glad,GLAD
GLBE,Global-E Online Ltd. Ordinary Shares,$38.12,-0.23,-0.60%,"6,387,703,139",/market-activity/stocks/glbe,GLBE
GLBS,Globus Maritime Limited Common Stock,$2.77,0.04,1.465%,"59,782,974",/market-activity/stocks/glbs,GLBS
GLE,Global Engine Group Holding Limited Class A Ordinary Shares,$0.4041,-0.0096,-2.321%,"7,395,030",/market-activity/stocks/gle,GLE
GLIBA,Liberty Capital Corporation Series A GCI Group Common Stock,$22.08,-0.50,-2.214%,"881,102,268",/market-activity/stocks/gliba,GLIBA
GLIBK,Liberty Capital Corporation Series C GCI Group Common Stock,$21.95,-0.53,-2.358%,"875,914,618",/market-activity/stocks/glibk,GLIBK
GLMD,Galmed Pharmaceuticals Ltd. Ordinary Shares,$0.5459,-0.0042,-0.763%,"4,194,736",/market-activity/stocks/glmd,GLMD
GLND,Greenland Energy Company Common Stock,$2.30,-0.01,-0.433%,"100,579,446",/market-activity/stocks/glnd,GLND
GLOO,"Gloo Holdings, Inc. Class A Common Stock",$3.27,0.01,0.307%,"268,501,848",/market-activity/stocks/gloo,GLOO
GLPI,"Gaming and Leisure Properties, Inc. Common Stock",$45.08,-0.09,-0.199%,"12,776,610,836",/market-activity/stocks/glpi,GLPI
GLRE,"Greenlight Capital Re, Ltd. Class A Ordinary Shares",$17.07,0.27,1.607%,"566,151,267",/market-activity/stocks/glre,GLRE
GLSI,"Greenwich LifeSciences, Inc. Common Stock",$16.32,-2.69,-14.15%,"239,548,355",/market-activity/stocks/glsi,GLSI
GLUE,"Monte Rosa Therapeutics, Inc. Common Stock",$24.56,1.40,6.045%,"2,074,814,506",/market-activity/stocks/glue,GLUE
GLXG,Galaxy Payroll Group Limited Class A Ordinary Shares,$1.05,-0.02,-1.869%,"6,259,591",/market-activity/stocks/glxg,GLXG
GLXY,Galaxy Digital Inc. Class A Common Stock,$21.63,-0.68,-3.048%,"8,448,901,438",/market-activity/stocks/glxy,GLXY
GMEX,GMEX ROBOTICS CORPORATION Class A Ordinary Shares,$1.48,0.01,0.68%,"1,338,573",/market-activity/stocks/gmex,GMEX
GMHS,Gamehaus Holdings Inc. Class A Ordinary Shares,$0.89,-0.02,-2.198%,"47,676,729",/market-activity/stocks/gmhs,GMHS
GMM,Global Mofy AI Limited Class A Ordinary Shares,$2.56,-0.57,-18.211%,"5,000,704",/market-activity/stocks/gmm,GMM
GNLN,"Greenlane Holdings, Inc. Class A Common Stock",$2.49,0.08,3.32%,"1,572,333",/market-activity/stocks/gnln,GNLN
GNLX,Genelux Corporation Common Stock,$2.87,0.05,1.773%,"128,691,994",/market-activity/stocks/gnlx,GNLX
GNPX,"Genprex, Inc. Common Stock",$7.67,-0.33,-4.125%,"3,872,859",/market-activity/stocks/gnpx,GNPX
GNSS,Genasys Inc. Common Stock,$1.72,0.03,1.775%,"78,332,255",/market-activity/stocks/gnss,GNSS
GNTX,Gentex Corporation Common Stock,$24.35,-0.56,-2.248%,"5,202,312,948",/market-activity/stocks/gntx,GNTX
GO,Grocery Outlet Holding Corp. Common Stock,$9.44,-0.14,-1.461%,"933,830,024",/market-activity/stocks/go,GO
GOAI,Eva Live Inc. Common Stock,$2.45,0.02,0.823%,"89,511,703",/market-activity/stocks/goai,GOAI
GOGO,Gogo Inc. Common Stock,$3.58,0.03,0.845%,"484,153,912",/market-activity/stocks/gogo,GOGO
GOOGL,Alphabet Inc. Class A Common Stock,$346.77,-7.69,-2.169%,"4,201,465,320,000",/market-activity/stocks/googl,GOOGL
GOSS,"Gossamer Bio, Inc. Common Stock",$0.1701,-0.0004,-0.235%,"83,152,827",/market-activity/stocks/goss,GOSS
GOVX,"GeoVax Labs, Inc. Common Stock",$0.9742,0.1038,11.926%,"2,817,942",/market-activity/stocks/govx,GOVX
GPAC,General Purpose Acquisition Corp. Class A Ordinary Shares,$10.01,UNCH,--,NA,/market-activity/stocks/gpac,GPAC
GPRE,Green Plains Inc. Common Stock,$19.23,2.02,11.737%,"1,348,045,307",/market-activity/stocks/gpre,GPRE
GPRO,"GoPro, Inc. Class A Common Stock",$0.66,-0.0166,-2.453%,"114,178,089",/market-activity/stocks/gpro,GPRO
GRAB,Grab Holdings Limited Class A Ordinary Shares,$3.57,-0.16,-4.29%,"14,638,719,965",/market-activity/stocks/grab,GRAB
GRAL,"GRAIL, Inc. Common Stock ",$72.62,0.66,0.917%,"3,116,602,984",/market-activity/stocks/gral,GRAL
GRAN,Grande Group Limited Class A Ordinary Shares,$1.78,0.08,4.706%,"40,495,000",/market-activity/stocks/gran,GRAN
GRCE,"Grace Therapeutics, Inc. Common Stock",$2.47,0.06,2.49%,"33,139,335",/market-activity/stocks/grce,GRCE
GRDX,GridAI Technologies Corp. Common Stock,$3.82,0.01,0.262%,"26,408,581",/market-activity/stocks/grdx,GRDX
GREE,Greenidge Generation Holdings Inc. Class A Common Stock,$1.71,0.03,1.786%,"27,401,112",/market-activity/stocks/gree,GREE
GRI,"GRI Bio, Inc. Common Stock",$1.50,-0.04,-2.597%,"2,656,257",/market-activity/stocks/gri,GRI
GRML,Greenland Mines Ltd. Common Stock,$0.2091,0.0352,20.242%,"25,351,004",/market-activity/stocks/grml,GRML
GRNQ,Greenpro Capital Corp. Common Stock,$1.25,-0.05,-3.846%,"22,577,590",/market-activity/stocks/grnq,GRNQ
GROW,"U.S. Global Investors, Inc. Class A Common Stock",$2.95,0.02,0.683%,"36,592,378",/market-activity/stocks/grow,GROW
GRPN,"Groupon, Inc. Common Stock",$27.83,-0.75,-2.624%,"1,057,094,163",/market-activity/stocks/grpn,GRPN
GRRR,Gorilla Technology Group Inc. Ordinary shares,$12.04,0.56,4.878%,"334,199,987",/market-activity/stocks/grrr,GRRR
GRWG,GrowGeneration Corp. Common Stock,$1.43,0.01,0.704%,"85,929,994",/market-activity/stocks/grwg,GRWG
GSAT,"Globalstar, Inc. Common Stock",$79.18,-0.35,-0.44%,"10,197,507,557",/market-activity/stocks/gsat,GSAT
GSBC,"Great Southern Bancorp, Inc. Common Stock",$78.25,-1.86,-2.322%,"852,393,135",/market-activity/stocks/gsbc,GSBC
GSHD,"Goosehead Insurance, Inc. Class A Common Stock",$54.28,-0.89,-1.613%,"1,932,696,611",/market-activity/stocks/gshd,GSHD
GSHR,Gesher Acquisition Corp. II Class A Ordinary Shares,$10.48,UNCH,--,NA,/market-activity/stocks/gshr,GSHR
GSIT,GSI Technology Common Stock,$5.445,0.06,1.114%,"208,252,590",/market-activity/stocks/gsit,GSIT
GSIW,Garden Stage Limited Class A Ordinary Shares,$28.01,UNCH,--,"37,268,818",/market-activity/stocks/gsiw,GSIW
GSM,Ferroglobe PLC Ordinary Shares,$3.35,UNCH,--,"625,982,732",/market-activity/stocks/gsm,GSM
GSRV,GSR V Acquisition Corp. Class A ordinary shares,$9.84,UNCH,--,NA,/market-activity/stocks/gsrv,GSRV
GSUN,Golden Sun Technology Group Limited Class A Ordinary Shares,$0.3112,-0.0295,-8.659%,"3,120,984",/market-activity/stocks/gsun,GSUN
GT,The Goodyear Tire & Rubber Company Common Stock,$7.29,0.19,2.676%,"2,095,427,620",/market-activity/stocks/gt,GT
GTBP,"GT Biopharma, Inc. Common Stock",$0.3559,-0.0276,-7.197%,"15,780,098",/market-activity/stocks/gtbp,GTBP
GTEC,Greenland Technologies Holding Corporation Class A Ordinary Shares,$0.5731,-0.0069,-1.19%,"11,767,165",/market-activity/stocks/gtec,GTEC
GTEN,"Gores Holdings X, Inc. Class A ordinary shares",$10.48,UNCH,--,NA,/market-activity/stocks/gten,GTEN
GTERA,Globa Terra Acquisition Corporation Class A Ordinary Shares,$10.35,UNCH,--,NA,/market-activity/stocks/gtera,GTERA
GTIM,Good Times Restaurants Inc. Common Stock,$1.40,UNCH,--,"14,781,054",/market-activity/stocks/gtim,GTIM
GTLB,GitLab Inc. Class A Common Stock,$32.72,0.965,3.039%,"5,526,408,000",/market-activity/stocks/gtlb,GTLB
GTM,ZoomInfo Technologies Inc Common Stock,$3.07,-0.06,-1.917%,"904,784,364",/market-activity/stocks/gtm,GTM
GTX,Garrett Motion Inc. Common Stock,$31.77,0.21,0.665%,"5,946,978,740",/market-activity/stocks/gtx,GTX
GUAC,Berto Acquisition Corp. II Ordinary Shares,$9.94,UNCH,--,NA,/market-activity/stocks/guac,GUAC
GURE,"Gulf Resources, Inc. (NV) Common Stock",$3.72,-0.0044,-0.118%,"5,727,055",/market-activity/stocks/gure,GURE
GUTS,"Fractyl Health, Inc. Common Stock",$0.81,-0.0443,-5.186%,"128,505,660",/market-activity/stocks/guts,GUTS
GVH,Globavend Holdings Limited Ordinary Shares,$4.76,0.065,1.384%,"11,498,123",/market-activity/stocks/gvh,GVH
GWAV,"Greenwave Technology Solutions, Inc. Common Stock",$2.90,-0.07,-2.357%,"2,405,930",/market-activity/stocks/gwav,GWAV
GWRS,"Global Water Resources, Inc. Common Stock",$7.07,-0.2647,-3.609%,"203,358,892",/market-activity/stocks/gwrs,GWRS
GXAI,Gaxos.ai Inc. Common Stock,$1.08,UNCH,--,"11,037,529",/market-activity/stocks/gxai,GXAI
GYRE,"Gyre Therapeutics, Inc. Common Stock",$6.05,-0.37,-5.763%,"674,507,536",/market-activity/stocks/gyre,GYRE
GYRO,"Gyrodyne, LLC Common Stock",$5.80,UNCH,--,"12,755,986",/market-activity/stocks/gyro,GYRO
HAFC,Hanmi Financial Corporation Common Stock,$32.63,-0.68,-2.041%,"971,278,774",/market-activity/stocks/hafc,HAFC
HAIN,"Hain Celestial Group, Inc. (The) Common Stock",$0.5606,-0.0209,-3.594%,"50,596,103",/market-activity/stocks/hain,HAIN
HALO,"Halozyme Therapeutics, Inc. Common Stock",$77.81,0.27,0.348%,"9,229,277,530",/market-activity/stocks/halo,HALO
HAO,Haoxi Health Technology Limited Class A Ordinary Shares,$0.219,-0.0044,-1.97%,"1,603,634",/market-activity/stocks/hao,HAO
HAPN,"Happen, Inc. Common Stock",$19.23,-0.48,-2.435%,"2,218,198,288",/market-activity/stocks/hapn,HAPN
HAS,"Hasbro, Inc. Common Stock",$81.55,-0.54,-0.658%,"11,538,565,933",/market-activity/stocks/has,HAS
HBAN,Huntington Bancshares Incorporated Common Stock,$18.25,-0.31,-1.67%,"36,995,133,213",/market-activity/stocks/hban,HBAN
HBCP,"Home Bancorp, Inc. Common Stock",$69.31,-2.10,-2.941%,"543,572,755",/market-activity/stocks/hbcp,HBCP
HBIO,"Harvard Bioscience, Inc. Common Stock",$6.23,0.28,4.706%,"28,098,434",/market-activity/stocks/hbio,HBIO
HBNB,Hotel101 Global Holdings Corp. Class A Ordinary Shares,$5.75,0.35,6.481%,"1,345,686,220",/market-activity/stocks/hbnb,HBNB
HBNC,"Horizon Bancorp, Inc. Common Stock",$20.30,-0.26,-1.265%,"1,041,994,209",/market-activity/stocks/hbnc,HBNC
HBT,"HBT Financial, Inc. Common Stock",$32.77,-0.62,-1.857%,"1,192,207,926",/market-activity/stocks/hbt,HBT
HCAC,Hall Chadwick Acquisition Corp Class A Ordinary Shares,$10.05,UNCH,--,NA,/market-activity/stocks/hcac,HCAC
HCAI,"Huachen AI Parking Management Technology Holding Co., Ltd. Class A Ordinary Shares",$6.97,0.065,0.941%,"8,108,034",/market-activity/stocks/hcai,HCAI
HCAT,"Health Catalyst, Inc Common Stock",$2.25,-0.03,-1.316%,"166,261,545",/market-activity/stocks/hcat,HCAT
HCIC,Hennessy Capital Investment Corp. VIII Class A Ordinary Shares,$9.97,UNCH,--,NA,/market-activity/stocks/hcic,HCIC
HCKT,Hackett Group Inc (The). Common Stock,$10.34,-0.04,-0.385%,"260,453,092",/market-activity/stocks/hckt,HCKT
HCSG,"Healthcare Services Group, Inc. Common Stock",$25.31,0.325,1.301%,"1,737,410,316",/market-activity/stocks/hcsg,HCSG
HCTI,"Healthcare Triangle, Inc. Common Stock",$1.84,-0.05,-2.646%,"3,731,121",/market-activity/stocks/hcti,HCTI
HCWB,HCW Biologics Inc. Common Stock,$4.00,-0.06,-1.478%,"6,387,396",/market-activity/stocks/hcwb,HCWB
HDRN,"Hadron Energy, Inc. Common Stock  ",$2.00,UNCH,--,"142,997,684",/market-activity/stocks/hdrn,HDRN
HDSN,"Hudson Technologies, Inc. Common Stock",$6.17,-0.14,-2.219%,"259,564,422",/market-activity/stocks/hdsn,HDSN
HELE,Helen of Troy Limited Common Stock,$28.10,-0.57,-1.988%,"654,506,914",/market-activity/stocks/hele,HELE
HELP,Cybin Inc. Common Stock,$7.25,0.21,2.983%,"449,384,566",/market-activity/stocks/help,HELP
HFBL,"Home Federal Bancorp, Inc. of Louisiana Common Stock",$23.00,0.20,0.877%,"70,239,447",/market-activity/stocks/hfbl,HFBL
HFFG,HF Foods Group Inc. Common Stock,$1.65,-0.02,-1.198%,"88,234,438",/market-activity/stocks/hffg,HFFG
HFWA,Heritage Financial Corporation Common Stock,$30.52,-0.73,-2.336%,"1,257,998,295",/market-activity/stocks/hfwa,HFWA
HGBL,Heritage Global Inc. Common Stock,$1.23,-0.02,-1.60%,"42,732,110",/market-activity/stocks/hgbl,HGBL
HHS,"Harte Hanks, Inc. Common Stock",$2.44,UNCH,--,"18,103,507",/market-activity/stocks/hhs,HHS
HIFS,Hingham Institution for Savings Common Stock,$295.14,-6.86,-2.272%,"633,783,636",/market-activity/stocks/hifs,HIFS
HIHO,Highway Holdings Limited Common Stock,$0.7769,-0.034,-4.193%,"3,594,465",/market-activity/stocks/hiho,HIHO
HIND,"Vyome Holdings, Inc. Common Stock",$2.15,-0.04,-1.826%,"15,089,835",/market-activity/stocks/hind,HIND
HIT,"Health In Tech, Inc. Class A Common Stock",$1.13,0.06,5.607%,"74,080,634",/market-activity/stocks/hit,HIT
HKPD,"Cellyan Biotechnology Co., Ltd Class A Ordinary Shares",$0.38,-0.0505,-11.731%,"15,705,966",/market-activity/stocks/hkpd,HKPD
HLIT,Harmonic Inc. Common Stock,$12.03,-0.17,-1.393%,"1,305,212,125",/market-activity/stocks/hlit,HLIT
HLMN,Hillman Solutions Corp. Common Stock,$8.09,-0.35,-4.147%,"1,587,335,713",/market-activity/stocks/hlmn,HLMN
HLNE,Hamilton Lane Incorporated Class A Common Stock,$85.85,-0.05,-0.058%,"4,767,577,932",/market-activity/stocks/hlne,HLNE
HLP,Hongli Group Inc. Class A Ordinary Shares,$1.17,0.02,1.739%,"87,444,338",/market-activity/stocks/hlp,HLP
HLXC,Helix Acquisition Corp. III Class A Ordinary Shares,$10.58,0.38,3.725%,NA,/market-activity/stocks/hlxc,HLXC
HMH,HMH Holding Inc. Class A Common Stock,$19.65,0.21,1.08%,"864,647,632",/market-activity/stocks/hmh,HMH
HMR,Heidmar Maritime Holdings Corp. Common Stock,$1.07,UNCH,--,"63,121,437",/market-activity/stocks/hmr,HMR
HNNA,"Hennessy Advisors, Inc. Common Stock",$9.99,-0.04,-0.399%,"78,944,916",/market-activity/stocks/hnna,HNNA
HNRG,Hallador Energy Company Common Stock,$15.98,-0.07,-0.436%,"753,143,664",/market-activity/stocks/hnrg,HNRG
HNST,"The Honest Company, Inc. Common Stock",$3.83,-0.09,-2.296%,"421,601,095",/market-activity/stocks/hnst,HNST
HNVR,"Hanover Bancorp, Inc. Common Stock",$25.05,-0.25,-0.988%,"179,274,358",/market-activity/stocks/hnvr,HNVR
HODO,House of Doge Inc. Common Stock,$1.15,0.10,9.524%,"87,288,433",/market-activity/stocks/hodo,HODO
HOFT,Hooker Furnishings Corporation Common Stock,$14.12,-0.08,-0.563%,"151,672,098",/market-activity/stocks/hoft,HOFT
