symbol,source,band_lo,band_hi,stop_pct,sma_n,entry_lag,hard_stop_days,stop_intraday,cost_bps,mode,n_trades,initial_capital,final_equity,total_pnl,win_rate_pct,avg_return_pct,avg_win_pct,avg_loss_pct,payoff_ratio,profit_factor,max_drawdown_pct,avg_days_held,max_win_pct,max_loss_pct,gross_profit,gross_loss
ABUS,data/nasdaq_10y/ABUS.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,82,10000,16155.77,6155.77,18.29,0.751,12.756,-1.937,6.585,1.474,-29.71,2.74,100.0,-5.863,19134.06,12978.29
ABVC,data/nasdaq_10y/ABVC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,54,10000,1416.27,-8583.73,9.26,-3.291,4.662,-4.103,1.136,0.057,-84.38,1.72,6.395,-31.25,518.29,9102.02
ABVC,data/nasdaq_10y/ABVC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,54,10000,-7773.21,-17773.21,9.26,-3.291,4.662,-4.103,1.136,0.116,-185.7,1.72,6.395,-31.25,2330.97,20104.18
ACAA,data/nasdaq_10y/ACAA.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,0,10000,10000.0,0.0,,,,,,,,,,,,
ACAA,data/nasdaq_10y/ACAA.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,0,10000,10000.0,0.0,,,,,,,,,,,,
ACAD,data/nasdaq_10y/ACAD.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,78,10000,8280.93,-1719.07,21.79,-0.003,8.786,-2.452,3.583,0.899,-55.3,3.36,49.568,-18.12,15236.34,16955.66
ACAD,data/nasdaq_10y/ACAD.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,78,10000,9977.6,-22.4,21.79,-0.003,8.786,-2.452,3.583,0.999,-47.23,3.36,49.568,-18.12,14936.8,14959.2
ACCL,data/nasdaq_10y/ACCL.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,4,10000,8603.51,-1396.49,0.0,-3.67,,-3.67,,0.0,-7.68,1.0,-2.0,-6.81,0.0,1396.46
ACCL,data/nasdaq_10y/ACCL.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,4,10000,8531.92,-1468.08,0.0,-3.67,,-3.67,,0.0,-8.45,1.0,-2.0,-6.81,0.0,1468.08
ACDC,data/nasdaq_10y/ACDC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,36,10000,5909.96,-4090.04,13.89,-1.41,4.617,-2.383,1.938,0.317,-40.99,1.83,8.751,-7.878,1901.67,5991.69
ACDC,data/nasdaq_10y/ACDC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,36,10000,4922.67,-5077.33,13.89,-1.41,4.617,-2.383,1.938,0.313,-51.07,1.83,8.751,-7.878,2308.68,7386.01
ACET,data/nasdaq_10y/ACET.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,53,10000,6156.01,-3843.99,13.21,-0.686,11.691,-2.57,4.549,0.637,-48.69,2.06,38.769,-15.394,6757.47,10601.45
ACET,data/nasdaq_10y/ACET.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,53,10000,6362.1,-3637.9,13.21,-0.686,11.691,-2.57,4.549,0.692,-47.36,2.06,38.769,-15.394,8183.98,11821.88
ACFN,data/nasdaq_10y/ACFN.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,44,10000,4476.59,-5523.41,22.73,-1.602,7.623,-4.316,1.766,0.356,-64.98,2.7,20.0,-16.279,3051.62,8575.08
ACFN,data/nasdaq_10y/ACFN.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,44,10000,2949.15,-7050.85,22.73,-1.602,7.623,-4.316,1.766,0.519,-100.55,2.7,20.0,-16.279,7622.49,14673.34
ACGC,data/nasdaq_10y/ACGC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,0,10000,10000.0,0.0,,,,,,,,,,,,
ACGC,data/nasdaq_10y/ACGC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,0,10000,10000.0,0.0,,,,,,,,,,,,
ACGL,data/nasdaq_10y/ACGL.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,54,10000,7922.93,-2077.07,27.78,-0.361,3.27,-1.757,1.861,0.702,-35.79,4.35,23.269,-8.444,4892.84,6969.7
ACGL,data/nasdaq_10y/ACGL.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,54,10000,8053.37,-1946.63,27.78,-0.361,3.27,-1.757,1.861,0.716,-35.31,4.35,23.269,-8.444,4905.55,6852.18
ACHC,data/nasdaq_10y/ACHC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,87,10000,11304.05,1304.05,33.33,0.281,4.92,-2.038,2.414,1.116,-29.4,3.56,45.493,-8.607,12563.08,11259.07
ACHC,data/nasdaq_10y/ACHC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,87,10000,12446.47,2446.47,33.33,0.281,4.92,-2.038,2.414,1.207,-30.64,3.56,45.493,-8.607,14268.53,11822.06
ACIC,data/nasdaq_10y/ACIC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,68,10000,8660.99,-1339.01,27.94,0.156,6.937,-2.473,2.805,0.894,-36.73,3.04,75.556,-21.32,11265.42,12604.57
ACIC,data/nasdaq_10y/ACIC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,68,10000,11061.95,1061.95,27.94,0.156,6.937,-2.473,2.805,1.088,-31.25,3.04,75.556,-21.32,13180.12,12118.17
ACIU,data/nasdaq_10y/ACIU.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,74,10000,7315.51,-2684.49,18.92,-0.263,7.928,-2.174,3.646,0.768,-57.39,2.36,39.13,-5.673,8876.94,11561.55
ACIU,data/nasdaq_10y/ACIU.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,74,10000,8052.57,-1947.43,18.92,-0.263,7.928,-2.174,3.646,0.851,-65.25,2.36,39.13,-5.673,11098.53,13045.96
ACIW,data/nasdaq_10y/ACIW.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,76,10000,8588.66,-1411.34,26.32,-0.112,5.008,-1.941,2.58,0.854,-23.63,3.64,20.073,-6.861,8232.32,9643.6
ACIW,data/nasdaq_10y/ACIW.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,76,10000,9145.49,-854.51,26.32,-0.112,5.008,-1.941,2.58,0.921,-26.14,3.64,20.073,-6.861,10015.37,10869.88
ACLS,data/nasdaq_10y/ACLS.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,93,10000,9898.95,-101.05,24.73,0.162,7.444,-2.231,3.337,0.992,-46.5,2.92,44.558,-10.775,13182.18,13283.0
ACLS,data/nasdaq_10y/ACLS.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,93,10000,11504.29,1504.29,24.73,0.162,7.444,-2.231,3.337,1.096,-50.1,2.92,44.558,-10.775,17120.18,15615.89
ACMR,data/nasdaq_10y/ACMR.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,61,10000,7730.62,-2269.38,13.11,0.081,16.809,-2.444,6.879,0.841,-53.78,2.05,91.714,-10.347,12021.83,14291.06
ACMR,data/nasdaq_10y/ACMR.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,61,10000,10495.8,495.8,13.11,0.081,16.809,-2.444,6.879,1.038,-41.55,2.05,91.714,-10.347,13447.13,12951.33
ACNB,data/nasdaq_10y/ACNB.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,72,10000,5660.64,-4339.36,26.39,-0.768,2.118,-1.802,1.175,0.393,-45.66,3.15,4.641,-4.443,2814.03,7153.36
ACNB,data/nasdaq_10y/ACNB.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,72,10000,4471.33,-5528.67,26.39,-0.768,2.118,-1.802,1.175,0.421,-60.93,3.15,4.641,-4.443,4023.58,9552.25
ACNT,data/nasdaq_10y/ACNT.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,79,10000,6754.33,-3245.67,24.05,-0.377,5.736,-2.313,2.48,0.701,-45.43,2.75,33.58,-6.289,7613.66,10859.44
ACNT,data/nasdaq_10y/ACNT.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,79,10000,7018.68,-2981.32,24.05,-0.377,5.736,-2.313,2.48,0.785,-57.43,2.75,33.58,-6.289,10897.69,13879.01
ACOG,data/nasdaq_10y/ACOG.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,11,10000,9179.86,-820.14,18.18,-0.679,7.021,-2.391,2.937,0.631,-18.62,1.91,12.801,-5.516,1404.05,2224.28
ACOG,data/nasdaq_10y/ACOG.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,11,10000,9252.51,-747.49,18.18,-0.679,7.021,-2.391,2.937,0.653,-17.97,1.91,12.801,-5.516,1404.15,2151.64
ACON,data/nasdaq_10y/ACON.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,21,10000,2448.78,-7551.22,4.76,-5.537,4.068,-6.017,0.676,0.043,-74.03,1.57,4.068,-52.239,336.05,7887.28
ACON,data/nasdaq_10y/ACON.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,21,10000,-1628.05,-11628.05,4.76,-5.537,4.068,-6.017,0.676,0.034,-117.27,1.57,4.068,-52.239,406.82,12034.87
ACRS,data/nasdaq_10y/ACRS.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,69,10000,9382.53,-617.47,23.19,0.488,11.786,-2.923,4.032,0.956,-51.51,2.78,62.109,-39.778,13331.16,13948.48
ACRS,data/nasdaq_10y/ACRS.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,69,10000,13364.6,3364.6,23.19,0.488,11.786,-2.923,4.032,1.217,-47.85,2.78,62.109,-39.778,18856.97,15492.37
ACRV,data/nasdaq_10y/ACRV.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,26,10000,6265.04,-3734.96,11.54,-1.76,2.891,-2.367,1.222,0.136,-39.71,2.04,6.04,-6.78,589.7,4324.62
ACRV,data/nasdaq_10y/ACRV.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,26,10000,5424.23,-4575.77,11.54,-1.76,2.891,-2.367,1.222,0.159,-50.81,2.04,6.04,-6.78,867.35,5443.12
ACT,data/nasdaq_10y/ACT.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,32,10000,12194.91,2194.91,50.0,0.689,3.116,-1.739,1.792,1.643,-14.97,4.78,16.586,-4.234,5611.01,3415.79
ACT,data/nasdaq_10y/ACT.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,32,10000,12204.58,2204.58,50.0,0.689,3.116,-1.739,1.792,1.792,-11.73,4.78,16.586,-4.234,4986.4,2781.82
ACTG,data/nasdaq_10y/ACTG.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,66,10000,2573.81,-7426.19,13.64,-1.956,2.543,-2.666,0.954,0.128,-73.74,2.61,6.706,-23.478,1093.96,8520.18
ACTG,data/nasdaq_10y/ACTG.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,66,10000,-2910.0,-12910.0,13.64,-1.956,2.543,-2.666,0.954,0.151,-129.69,2.61,6.706,-23.478,2289.14,15199.14
ACTU,data/nasdaq_10y/ACTU.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,12,10000,8137.6,-1862.4,8.33,-1.687,4.146,-2.217,1.87,0.153,-16.74,1.5,4.146,-3.165,337.31,2199.62
ACTU,data/nasdaq_10y/ACTU.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,12,10000,7975.98,-2024.02,8.33,-1.687,4.146,-2.217,1.87,0.17,-18.53,1.5,4.146,-3.165,414.59,2438.61
ACXP,data/nasdaq_10y/ACXP.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,26,10000,8260.99,-1739.01,19.23,-0.644,6.829,-2.423,2.818,0.63,-29.25,2.23,13.374,-6.769,2965.97,4705.09
ACXP,data/nasdaq_10y/ACXP.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,26,10000,8325.25,-1674.75,19.23,-0.644,6.829,-2.423,2.818,0.671,-31.03,2.23,13.374,-6.769,3414.53,5089.28
ADAC,data/nasdaq_10y/ADAC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,0,10000,10000.0,0.0,,,,,,,,,,,,
ADAC,data/nasdaq_10y/ADAC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,0,10000,10000.0,0.0,,,,,,,,,,,,
ADBE,data/nasdaq_10y/ADBE.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,76,10000,10701.16,701.16,42.11,0.156,3.32,-2.145,1.548,1.065,-26.75,4.43,13.45,-12.127,11538.84,10837.72
ADBE,data/nasdaq_10y/ADBE.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,76,10000,11188.12,1188.12,42.11,0.156,3.32,-2.145,1.548,1.126,-22.01,4.43,13.45,-12.127,10624.63,9436.51
ADEA,data/nasdaq_10y/ADEA.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,69,10000,11881.89,1881.89,31.88,0.379,5.686,-2.105,2.701,1.179,-23.6,3.64,22.804,-11.664,12418.63,10536.83
ADEA,data/nasdaq_10y/ADEA.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,69,10000,12615.71,2615.71,31.88,0.379,5.686,-2.105,2.701,1.264,-21.36,3.64,22.804,-11.664,12510.17,9894.46
ADGM,data/nasdaq_10y/ADGM.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,11,10000,7172.82,-2827.18,9.09,-2.954,1.0,-3.349,0.299,0.026,-23.24,1.55,1.0,-6.552,76.27,2903.48
ADGM,data/nasdaq_10y/ADGM.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,11,10000,6751.05,-3248.95,9.09,-2.954,1.0,-3.349,0.299,0.03,-27.76,1.55,1.0,-6.552,100.0,3348.95
ADI,data/nasdaq_10y/ADI.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,78,10000,9521.94,-478.06,35.9,-0.016,3.1,-1.761,1.761,0.944,-33.43,3.68,12.903,-5.093,8085.23,8563.21
ADI,data/nasdaq_10y/ADI.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,78,10000,9877.09,-122.91,35.9,-0.016,3.1,-1.761,1.761,0.986,-33.49,3.68,12.903,-5.093,8680.55,8803.46
ADIL,data/nasdaq_10y/ADIL.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,48,10000,2839.35,-7160.65,6.25,-2.533,4.509,-3.002,1.502,0.111,-70.19,1.46,10.274,-13.74,893.42,8054.08
ADIL,data/nasdaq_10y/ADIL.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,48,10000,-2158.01,-12158.01,6.25,-2.533,4.509,-3.002,1.502,0.1,-122.66,1.46,10.274,-13.74,1352.67,13510.68
ADMA,data/nasdaq_10y/ADMA.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,82,10000,14661.55,4661.55,25.61,0.748,9.606,-2.301,4.174,1.32,-26.26,2.99,53.387,-10.483,19225.62,14564.25
ADMA,data/nasdaq_10y/ADMA.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,82,10000,16135.67,6135.67,25.61,0.748,9.606,-2.301,4.174,1.437,-24.67,2.99,53.387,-10.483,20172.63,14036.96
ADP,data/nasdaq_10y/ADP.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,40,10000,11802.0,1802.0,42.5,0.475,3.543,-1.793,1.976,1.392,-12.5,4.78,9.898,-3.331,6399.81,4597.65
ADP,data/nasdaq_10y/ADP.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,40,10000,11898.96,1898.96,42.5,0.475,3.543,-1.793,1.976,1.46,-12.83,4.78,9.898,-3.331,6023.72,4124.76
ADPT,data/nasdaq_10y/ADPT.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,61,10000,6445.87,-3554.13,19.67,-0.627,6.627,-2.403,2.757,0.617,-44.65,2.43,19.614,-10.0,5732.57,9286.71
ADPT,data/nasdaq_10y/ADPT.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,61,10000,6176.06,-3823.94,19.67,-0.627,6.627,-2.403,2.757,0.675,-54.71,2.43,19.614,-10.0,7952.71,11776.65
ADSE,data/nasdaq_10y/ADSE.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,27,10000,6849.72,-3150.28,22.22,-1.321,3.814,-2.788,1.368,0.404,-35.51,1.67,14.842,-6.667,2138.16,5288.51
ADSE,data/nasdaq_10y/ADSE.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,27,10000,6434.28,-3565.72,22.22,-1.321,3.814,-2.788,1.368,0.391,-39.37,1.67,14.842,-6.667,2288.63,5854.35
ADSK,data/nasdaq_10y/ADSK.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,86,10000,11028.23,1028.23,39.53,0.183,3.356,-1.892,1.774,1.089,-23.72,4.15,19.328,-8.2,12637.94,11610.1
ADSK,data/nasdaq_10y/ADSK.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,86,10000,11570.11,1570.11,39.53,0.183,3.356,-1.892,1.774,1.16,-18.21,4.15,19.328,-8.2,11409.95,9839.84
ADTN,data/nasdaq_10y/ADTN.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,75,10000,5084.55,-4915.45,28.0,-0.719,5.052,-2.963,1.705,0.6,-57.11,3.37,15.208,-27.023,7381.97,12297.57
ADTN,data/nasdaq_10y/ADTN.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,75,10000,4608.88,-5391.12,28.0,-0.719,5.052,-2.963,1.705,0.663,-67.21,3.37,15.208,-27.023,10608.9,16000.02
ADUR,data/nasdaq_10y/ADUR.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,20,10000,11197.77,1197.77,20.0,0.825,12.822,-2.174,5.899,1.331,-18.98,2.25,27.597,-4.078,4811.6,3613.84
ADUR,data/nasdaq_10y/ADUR.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,20,10000,11650.78,1650.78,20.0,0.825,12.822,-2.174,5.899,1.475,-19.73,2.25,27.597,-4.078,5128.82,3478.04
ADUS,data/nasdaq_10y/ADUS.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,79,10000,10475.79,475.79,31.65,0.121,4.36,-1.841,2.368,1.038,-39.32,3.87,14.007,-5.05,12955.03,12479.06
ADUS,data/nasdaq_10y/ADUS.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,79,10000,10957.6,957.6,31.65,0.121,4.36,-1.841,2.368,1.096,-32.9,3.87,14.007,-5.05,10900.84,9943.24
ADV,data/nasdaq_10y/ADV.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,50,10000,9119.97,-880.03,16.0,0.075,12.839,-2.356,5.449,0.911,-38.56,2.64,42.435,-13.136,9034.85,9915.07
