symbol,mode,signal,entry,exit,days_held,entry_px,exit_px,ret_pct,pnl_eur,reason
NVDA,复利,2017-01-24,2017-01-26,2017-01-31,3,2.6971,2.6855,-0.529,-60.45,收盘价低于入场价
NVDA,复利,2017-05-19,2017-05-23,2017-06-02,7,3.3783,3.5413,4.724,537.28,收盘价低于 SMA5
NVDA,复利,2017-07-07,2017-07-11,2017-07-24,9,3.8431,4.0963,6.488,772.86,收盘价低于 SMA5
NVDA,复利,2017-08-22,2017-08-24,2017-08-29,3,4.0762,4.0641,-0.397,-50.31,收盘价低于入场价
NVDA,复利,2017-09-27,2017-09-29,2017-10-20,15,4.4113,4.8587,10.042,1268.64,收盘价低于 SMA5
NVDA,复利,2018-01-17,2018-01-19,2018-02-01,9,5.6821,5.9386,4.415,613.83,收盘价低于 SMA5
NVDA,复利,2018-02-13,2018-02-15,2018-02-21,3,6.0868,5.9636,-2.124,-308.38,收盘价低于入场价
NVDA,复利,2018-05-23,2018-05-25,2018-06-07,8,6.1631,6.4998,5.364,762.08,收盘价低于 SMA5
NVDA,复利,2018-06-28,2018-07-02,2018-07-03,1,5.989,5.8692,-2.1,-314.37,t3 日内止损
NVDA,复利,2018-07-05,2018-07-09,2018-07-13,4,6.1623,6.1641,-0.072,-10.54,收盘价低于 SMA5
NVDA,复利,2018-08-21,2018-08-23,2018-09-05,8,6.5972,6.8873,4.297,629.26,收盘价低于 SMA5
NVDA,复利,2019-01-11,2019-01-15,2019-01-17,2,3.7111,3.6368,-2.1,-320.76,t4 日内止损
NVDA,复利,2019-06-27,2019-07-01,2019-07-02,1,4.1236,4.0411,-2.1,-314.03,t3 日内止损
NVDA,复利,2020-02-18,2020-02-20,2020-02-21,1,7.6738,7.5203,-2.1,-307.43,t3 日内止损
NVDA,复利,2020-02-26,2020-02-28,2020-03-02,1,6.7176,6.5832,-2.1,-300.98,t3 日内止损
